Age,Gender,Education Level,Job Title,Years of Experience,Salary
37,Male,Bachelor's,Digital Marketing Specialist,11,82500
23,Female,Master's,Project Manager,2,109000
27,Male,Bachelor's,Biomedical Engineer,2,93000
30,Male,Bachelor's,Senior Software Engineer,4,148000
35,Male,PhD,Business Development Manager,12,174500
25,Female,Bachelor's,UI Designer,4,76500
45,Female,High School,Machine Learning Engineer,17,143000
23,Male,Bachelor's,Graphic Designer,3,55500
23,Female,Master's,Senior Product Manager,0,160000
24,Female,Master's,Investment Banker,1,159000
27,Male,Master's,Full Stack Developer,4,120000
37,Male,PhD,Senior Data Analyst,12,161000
40,Male,Bachelor's,Project Manager,16,130500
23,Female,Bachelor's,Research Scientist,1,113500
44,Male,Bachelor's,COO,21,342000
39,Male,Bachelor's,Account Executive,14,116500
23,Female,Master's,Accountant,1,77500
37,Female,Bachelor's,Data Analyst,13,87500
38,Male,Master's,Sales Manager,16,133500
31,Female,Bachelor's,Marketing Manager,4,96000
26,Female,Master's,Junior Developer,4,68500
38,Male,PhD,Senior Data Scientist,15,299500
27,Female,Master's,Supply Chain Manager,3,122000
28,Female,PhD,Cybersecurity Analyst,4,132500
31,Male,Master's,Marketing Manager,10,135000
25,Male,PhD,UI Designer,1,116500
24,Male,Bachelor's,Project Manager,0,95000
26,Female,Bachelor's,Accountant,4,64500
48,Male,Bachelor's,VP,25,320500
26,Male,Master's,Senior Financial Analyst,1,121000
44,Male,Bachelor's,Mechanical Engineer,19,145000
28,Male,Bachelor's,Marketing Manager,5,85000
33,Female,Bachelor's,Recruiter,10,83500
35,Male,Bachelor's,Research Scientist,12,172000
22,Female,Bachelor's,HR Manager,2,84000
34,Male,Master's,Logistics Coordinator,9,75000
24,Male,Master's,Digital Marketing Specialist,4,76500
35,Female,High School,Brand Manager,5,83500
22,Female,PhD,DevOps Engineer,1,121000
31,Female,Master's,Business Development Manager,5,134000
28,Male,Bachelor's,VP,8,221500
28,Male,Bachelor's,Content Strategist,3,63500
24,Male,Bachelor's,Brand Manager,0,88500
22,Female,Bachelor's,Marketing Manager,0,78000
37,Male,Bachelor's,Digital Marketing Specialist,9,71500
35,Female,High School,Director of Engineering,9,161000
26,Male,Bachelor's,Accountant,5,75000
30,Male,Bachelor's,Director,2,151500
30,Male,Master's,Software Engineer,5,126500
34,Male,Master's,UX Designer,14,129000
25,Male,Bachelor's,Project Manager,0,89500
26,Female,High School,Cybersecurity Analyst,6,87000
28,Female,Bachelor's,CTO,4,257500
41,Male,Master's,CEO,16,511500
22,Male,Bachelor's,Investment Banker,1,122000
26,Male,Master's,Investment Banker,0,144000
26,Female,Bachelor's,Business Development Manager,2,106500
25,Male,Bachelor's,UI Designer,5,86000
26,Female,Bachelor's,Account Executive,4,76000
30,Female,Bachelor's,VP,7,235500
36,Male,Bachelor's,Sales Representative,15,76000
43,Female,Bachelor's,CFO,14,324000
29,Male,Master's,Operations Manager,4,113000
24,Female,Bachelor's,Senior Manager,1,117000
29,Male,PhD,VP of Engineering,3,272500
44,Male,Bachelor's,Civil Engineer,18,130500
39,Female,Bachelor's,Manager,16,131500
28,Male,Bachelor's,Mobile Developer,5,97500
29,Female,Master's,Senior Product Manager,0,166500
27,Female,Bachelor's,Civil Engineer,2,86000
30,Male,PhD,Manager,8,143000
22,Male,Bachelor's,VP of Engineering,2,218000
27,Male,Bachelor's,Senior Financial Analyst,4,109500
44,Male,Bachelor's,Logistics Coordinator,15,79000
27,Female,Bachelor's,Intern,2,42000
27,Female,Master's,Senior Manager,5,170500
22,Female,Bachelor's,Senior Data Analyst,0,75000
25,Male,Master's,DevOps Engineer,0,111500
29,Male,Master's,Content Strategist,5,89500
22,Male,Bachelor's,UI Designer,1,77500
58,Female,Bachelor's,Mechanical Engineer,33,169500
22,Male,High School,CFO,0,189000
23,Female,High School,Senior Data Scientist,0,107500
27,Male,Master's,Machine Learning Engineer,5,163000
44,Male,Bachelor's,Civil Engineer,19,119500
37,Female,Bachelor's,Software Engineer,15,144000
22,Male,Bachelor's,Content Strategist,1,70500
27,Female,Master's,Machine Learning Engineer,6,157500
31,Male,Bachelor's,Accountant,4,61000
23,Female,Master's,Business Development Manager,0,115000
34,Male,Bachelor's,Financial Analyst,8,86000
23,Male,Master's,Product Manager,0,113000
41,Male,Bachelor's,Financial Analyst,19,112500
47,Male,Bachelor's,Senior Product Manager,20,246000
28,Female,PhD,Sales Representative,2,75000
27,Male,Bachelor's,Business Analyst,4,69000
28,Male,Bachelor's,DevOps Engineer,7,130000
24,Male,Master's,Junior Developer,4,64500
22,Male,Master's,UX Designer,1,106000
32,Female,Master's,Intern,7,46000
31,Female,Bachelor's,Frontend Developer,7,86500
25,Male,Bachelor's,CEO,3,291000
26,Male,Master's,Director,1,195500
27,Female,Bachelor's,Graphic Designer,3,70000
26,Male,Bachelor's,UI Designer,0,79500
29,Male,Bachelor's,DevOps Engineer,3,107000
24,Male,Bachelor's,Director of Engineering,0,151000
34,Female,PhD,VP of Engineering,8,345000
26,Female,Bachelor's,Frontend Developer,2,83500
24,Male,Bachelor's,Recruiter,3,63500
33,Male,Bachelor's,VP,11,239000
26,Female,Master's,Account Executive,4,99500
45,Female,Bachelor's,Mechanical Engineer,22,137000
27,Female,Bachelor's,HR Specialist,1,59000
31,Female,Bachelor's,VP,9,227500
24,Female,Master's,HR Manager,4,107000
46,Female,Bachelor's,Cloud Architect,21,251500
26,Male,Master's,Graphic Designer,4,71500
24,Female,PhD,Investment Banker,1,165500
27,Female,Bachelor's,Intern,2,47000
31,Male,High School,Cloud Architect,7,134000
26,Female,High School,Sales Manager,4,81000
26,Female,Master's,Investment Banker,1,140000
40,Male,Bachelor's,Account Executive,16,107500
28,Male,Bachelor's,Electrical Engineer,2,86500
23,Male,PhD,VP of Engineering,1,293500
40,Male,Master's,Content Strategist,13,100500
22,Female,Master's,Electrical Engineer,2,133500
23,Female,Bachelor's,Frontend Developer,1,85500
27,Female,Bachelor's,Senior Product Manager,1,139000
27,Female,Master's,Recruiter,5,71500
22,Female,PhD,Sales Representative,0,69500
32,Male,High School,Data Analyst,8,61000
34,Female,Master's,Senior Data Analyst,9,140000
25,Male,PhD,Junior Developer,5,82500
37,Male,Bachelor's,Frontend Developer,14,116500
28,Female,Bachelor's,Senior Financial Analyst,4,117000
22,Female,PhD,Brand Manager,0,116500
34,Male,High School,Data Scientist,12,113000
24,Male,Bachelor's,Senior Data Analyst,1,91500
27,Female,High School,Backend Developer,2,84000
37,Male,PhD,Biomedical Engineer,15,176500
29,Female,Bachelor's,UI Designer,2,83000
35,Female,Master's,Account Executive,9,109500
24,Male,Bachelor's,Chemical Engineer,4,93500
27,Female,Bachelor's,HR Manager,2,78000
24,Male,Master's,Cybersecurity Analyst,1,112000
29,Male,Bachelor's,Senior Software Engineer,3,130000
32,Female,Bachelor's,HR Manager,9,94000
31,Male,Bachelor's,VP,4,202500
33,Female,Master's,Scrum Master,8,144500
29,Female,Bachelor's,Mobile Developer,5,103500
58,Female,High School,Machine Learning Engineer,34,200500
25,Male,Bachelor's,HR Specialist,7,76000
27,Female,PhD,Business Development Manager,3,137500
46,Female,PhD,Manager,20,167000
32,Male,PhD,CTO,7,411000
37,Female,Bachelor's,Mobile Developer,14,132000
